blind_id,model_id,precision,item_id,mode,row_sha256,source_book,task,gemini_label,glm_label,gemini_reason,glm_reason,glm_review_reason,gemini_reasoning_support,glm_reasoning_support,both_gradable,same_label
B04586,anthropic/claude-opus-4.8,API,clinical_astra_b05_002,no_rag,cf717a47d49dca46a05262cb455a00ef00a3cb1b136d05bedc9306535a92d4e5,Sleep Medicine Pearls (Pearls Series).pdf,diagnosis,correct,correct,"The response accurately identifies obstructive sleep apnea with obstructive hypoventilation, matching the candidate reference.","The response directly identifies pediatric OSA with obstructive hypoventilation, matching the reference and acceptable answer, with qualifiers consistent with the vignette data.","No unsafe or contradictory content; the adenotonsillectomy mention is a reasonable general qualifier, not an asserted patient finding.",supported,supported,True,True
B04587,anthropic/claude-opus-4.8,API,clinical_astra_b04_019,with_rag,5eec6dbf05fe753c1c5c2cdcee5ab98563b4cac9b9682d75829d4220d885ddaf,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,correct,"The response accurately identifies Non-24-Hour Sleep-Wake Rhythm Disorder, matching the candidate reference.","The response names Non-24-hour sleep-wake rhythm disorder, matching the reference, and correctly distinguishes it from DSWPD via the progressive free-running drift.",,supported,supported,True,True
B04588,anthropic/claude-opus-4.8,API,clinical_astra_b01_019,no_rag,7ec3c332282de861baef1718fe39beaa0596a82965674224ed3498684b4922e4,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnostic_evaluation,correct,correct,The response accurately identifies both actigraphy and a sleep diary as the paired recording methods to evaluate sleep-wake timing.,"The response directly answers with actigraphy and a sleep diary, matching the reference, with appropriate qualification that the vignette alone does not establish an intrinsic circadian disorder.",Answer matches the candidate reference; no safety or ambiguity concerns.,supported,supported,True,True
B04589,anthropic/claude-opus-4.8,API,clinical_astra_b03_002,with_rag,d71cd8d47dfb254213610ecb044e972469ec01d5c0109f450cf96d2523ed55c2,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies Narcolepsy type 1 (NT1) based on the presence of cataplexy, excessive daytime sleepiness, and classic MSLT findings.","Response directly answers narcolepsy type 1 and accurately integrates cataplexy, sleepiness, and MSLT findings consistent with the reference.",No ambiguity or unsafe content; answer matches candidate reference.,supported,supported,True,True
B04590,anthropic/claude-opus-4.8,API,clinical_astra_b03_007,with_rag,e59af7394707a4ee9719aba393ae2e4029b4caadade318284d86864529b628ff,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,correct,correct,The response accurately identifies the phenomenon as treatment-emergent central sleep apnea (complex sleep apnea) associated with higher pressure titration.,"The response directly identifies treatment-emergent central sleep apnea (complex sleep apnea) arising with excessive PAP titration, matching the reference; the home resolution at lower pressure is accurately incorporated.",,supported,supported,True,True
B04591,anthropic/claude-opus-4.8,API,clinical_astra_b06_020,with_rag,e2925334876b36673acf7f53ad1332d84d6cb627ce2a33751db9e4f67f1fba8c,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,correct,correct,"The response accurately identifies the mechanism as positional/mechanical irritation from the cervical stenosis and hydromyelic cavity generating spinal/propriospinal myoclonus, perfectly aligning with the reference.","The response directly identifies position-triggered movements arising from cervical cord stenosis with hydromyelia as a spinal myoclonus generator, matching the reference and gold evidence units, and resolution after decompression is correctly used as key support.",No unresolved reference or safety concern; the only flaw is a minor unstated case detail (absence of relief with movement) that does not affect the primary answer.,supported,minor_unsupported,True,True
B04592,anthropic/claude-opus-4.8,API,clinical_astra_b04_013,with_rag,5c77fe3cc85e4618ca387c23f2bf75d01de69af9ccc2f81f7f0f7a2e7ac01086,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,correct,correct,"The response accurately identifies sleep inertia and sleep drunkenness, directly matching the reference standard.","Response directly identifies the finding as (severe) sleep inertia / sleep drunkenness, matching the reference; the idiopathic hypersomnia link is a supported general association, not an invented patient fact.",,supported,supported,True,True
B04593,anthropic/claude-opus-4.8,API,clinical_astra_b06_017,no_rag,51bc1c27ec085e5427c87cdf9cd742f1e78e73c206a8d47c3fc0b18cfb6f8bf3,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnostic_evaluation,correct,correct,The response directly identifies prolonged/multi-night video-EEG monitoring (video-polysomnography with extended EEG montage) as proposed in the reference.,"The response proposes extended video-EEG/PSG monitoring over multiple nights, a semantically equivalent paraphrase of several days of video-EEG monitoring, with appropriate hedged framing of possible frontal lobe epilepsy.",,supported,supported,True,True
B04594,anthropic/claude-opus-4.8,API,clinical_astra_b04_010,no_rag,fe8b976acdf232f48e36edc0ff15cf25d9e1137acc3ac86f05f5b5abb3475fb7,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,correct,"The response correctly identifies REM sleep behavior disorder (RBD), matching the reference and acceptable answers.","The response directly identifies REM sleep behavior disorder and correctly notes that video-PSG confirmation of REM sleep without atonia is required, matching the reference and essential qualifiers.",,supported,supported,True,True
B04595,anthropic/claude-opus-4.8,API,clinical_astra_b04_020,no_rag,c2f360a05af93262d4480789d7731513644e73a0f7a61901945e3ad2f630d936,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,correct,correct,"The response directly and accurately identifies the baseline trait as a natural short sleeper phenotype, matching the reference.","The response directly identifies a natural short-sleeper phenotype, matching the candidate reference and essential qualifiers of lifelong short sleep without daytime dysfunction.",,supported,supported,True,True
B04596,anthropic/claude-opus-4.8,API,clinical_astra_b05_018,with_rag,8ca015e4c26a6383c086348f55118fec6341f3c9028520f975e780fcb546916e,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,"The response accurately identifies Advanced Sleep-Wake Phase Disorder (ASWPD), which matches the candidate reference.","Response directly identifies ASWPD, matching the reference and acceptable answers, with appropriate supporting reasoning about stable advanced sleep timing and exclusion of mimics.","Answer is consistent with reference and explanation is general reasoning, not invented case facts.",supported,supported,True,True
B04597,anthropic/claude-opus-4.8,API,clinical_astra_b06_007,no_rag,e2da6e02bdc2449a127abc9f8e51cc894b06012ccf13f2e1660a2f833667881a,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,suspected_diagnosis,correct,correct,The response accurately identifies Chiari I malformation as the favored structural craniocervical abnormality.,"Response identifies Chiari I malformation, matching the candidate reference and acceptable answers, and correctly frames it as a suspected cause warranting MRI investigation.",Answer aligns with the reference; explanation is a reasonable general medical account without invented case findings or unsafe claims.,supported,supported,True,True
B04598,anthropic/claude-opus-4.8,API,clinical_astra_b02_013,with_rag,5f94469d2e4d329b6dfd8a9f576214c6c15395bf8b5fcd9d52cd163f275065f5,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,The response accurately identifies sleep-related rhythmic movement disorder (SRRMD) matching the reference standard.,"The response directly identifies sleep-related rhythmic movement disorder (head-rolling type), matching the reference and essential qualifiers including ~1.5 Hz and sleep-transition timing.",,supported,supported,True,True
B04599,anthropic/claude-opus-4.8,API,clinical_astra_b05_007,with_rag,16275143a3150d44c7553b17fd7079832de0cbc60810975f6e0d4551fd108a42,Sleep Medicine Pearls (Pearls Series).pdf,diagnosis,correct,correct,The response accurately identifies dopaminergic augmentation as the complication explaining the clinical pattern.,"The response directly identifies dopaminergic augmentation, matching the reference, and correctly maps each feature (earlier onset, spread, shortened relief, worsening with dose escalation).","No unresolved reference concerns; management suggestions are reasonable ancillary information, not asserted patient facts.",supported,supported,True,True
B04600,anthropic/claude-opus-4.8,API,clinical_astra_b06_018,with_rag,af3146f10b669094c02baf7e1979c901f9383f06c75e3d293e751f019ec307e0,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,suspected_diagnosis,correct,correct,The response accurately identifies non-24-hour sleep-wake rhythm disorder as the suspected circadian diagnosis based on the history and indirect PAP timing data.,"The response directly identifies Non-24-Hour Sleep-Wake Rhythm Disorder, matching the reference and acceptable answers, and correctly uses the ~45-minute daily drift as the key diagnostic signal.","The answer aligns with the reference; differential distinctions (DSWPD, ISWRD) are reasonable general explanations without invented patient-specific findings.",supported,supported,True,True
B04601,anthropic/claude-opus-4.8,API,clinical_astra_b02_019,no_rag,91b0f1bf9243b40079eff1949641b6af90596afe4980b6e6cf0df9329caf3e5d,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,correct,incorrect,The response correctly identifies the phenomenon as a dream-like/hallucinatory REM intrusion (specifically an out-of-body/autoscopic perception/REM dream mentation) occurring during a cataplectic episode.,"The reference answer is a sleep-related (hypnagogic) hallucination occurring in narcolepsy, but the response instead labels the event as cataplexy with dissociative/autoscopic REM intrusion and never identifies a sleep-related hallucination, so the essential answer is not delivered.",The reference and question are unambiguous enough to resolve the correct answer (hypnagogic/sleep-related hallucination); no safety issue is present beyond the wrong classification.,supported,material_unsupported,True,False
B04602,anthropic/claude-opus-4.8,API,clinical_astra_b05_019,no_rag,4aec66a2ce01d84fedaa9e96c6ee532e79e11a19d7670492d4bf736ac53a1f04,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,"The response accurately identifies irregular sleep-wake rhythm disorder (ISWRD), perfectly matching the candidate reference.","The response directly names irregular sleep-wake rhythm disorder, matching the reference, and its explanation aligns with the gold evidence units.","Answer matches the candidate reference and rationale; ancillary management content is general medical information, not an invented patient-specific finding or unsafe claim.",supported,supported,True,True
B04603,anthropic/claude-opus-4.8,API,clinical_astra_b06_015,with_rag,bd0bc1733792514d36f68cac3cece347b84eb4e31c2dbe4c60b3d56d8a638e23,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,clinical_interpretation,correct,correct,The response accurately identifies conscious awareness and recall of the eating episodes as the features favoring night eating syndrome.,"The response identifies preserved awareness and recall of eating while awake as the feature favoring NES, matching the reference.",,supported,supported,True,True
B04604,anthropic/claude-opus-4.8,API,clinical_astra_b04_007,no_rag,2fa06d4c96dcf50df74846f96db5a4b51da56af23f494079d6622deafd4448e4,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,correct,correct,"The response accurately identifies Cheyne-Stokes breathing / Cheyne-Stokes respiration with central sleep apnea, fully matching the reference.","Response identifies Cheyne-Stokes respiration with central sleep apnea, matching the reference and supporting PSG findings (crescendo-decrescendo breathing, absent effort during pauses).",,supported,supported,True,True
B04605,anthropic/claude-opus-4.8,API,clinical_astra_b02_011,with_rag,b8e9b3a3eb9d904f72b3d6fefe54869cb01b50a6fcc177c79b796cf5a71795e2,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,"The response correctly identifies the phenomenon as a confusional arousal, fully matching the candidate reference.","Response identifies confusional arousal, matching the reference of incomplete responsiveness during an arousal from N3 with return to sleep, and correctly distinguishes it from sleep terrors, sleepwalking, and nocturnal epilepsy.",,supported,supported,True,True
B04606,anthropic/claude-opus-4.8,API,clinical_astra_b01_007,no_rag,2c932c83f1cca940fa0fbd2096a45a4a9f8f226c74f6a54528b088045ec3a5ad,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies idiopathic hypersomnia as the most likely diagnosis, fully aligning with the reference standard.","The response directly answers idiopathic hypersomnia and accurately cites the supporting findings (long unrefreshing sleep, sleep inertia, short MSLT latency with zero SOREMPs, no cataplexy, excluded alternatives).",,supported,supported,True,True
B04607,anthropic/claude-opus-4.8,API,clinical_astra_b03_007,no_rag,4e28711a272fd4a9f4d9f2d202efc8cb05c669a41554d6abbc5001c6a1937886,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,correct,correct,"The response accurately identifies treatment-emergent central sleep apnea associated with excessive CPAP titration/overtitration, matching the reference.","The response identifies treatment-emergent/CPAP-emergent central apnea from excessive titration pressure, matching the reference, and correctly notes resolution at 9 cm H2O supports pressure-dependence.",,supported,supported,True,True
B04608,anthropic/claude-opus-4.8,API,clinical_astra_b03_019,with_rag,df508da4b27c292b885885ca732b0be277ac460d2e519ff6966ea5b96b633493,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,correct,correct,"The response accurately identifies both the unsuitable sleep environment and the sleep-onset association issues (television and parental presence) as the key modifiable contributors, matching the reference.","The response identifies both the unsuitable sleep environment (cold, light/noise from TV, trains, couch) and dependence on television/parental presence at sleep onset, matching the reference and the case's demonstrated resolution.",Answer aligns with reference; the framing as behavioral insomnia of childhood is a reasonable paraphrase and no invented patient-specific findings or unsafe recommendations are present.,supported,supported,True,True
B04609,anthropic/claude-opus-4.8,API,clinical_astra_b02_004,with_rag,74b3c832505ca7d690f7c449a6ac22096b68282e66b5f93da4946383cfa492a7,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,correct,correct,"The response correctly identifies the motor pattern as alternating leg/limb muscle activation (ALMA), matching the reference diagnosis and providing accurate frequency characteristics.","The response names the pattern as alternating leg muscle activation (ALMA), semantically equivalent to the reference answer, and correctly ties it to the alternating left-right EMG bursts.","No reference conflict or unsafe claim; the benign/incidental characterization is a supported general fact, not an invented case finding.",supported,supported,True,True
B04610,anthropic/claude-opus-4.8,API,clinical_astra_b01_014,with_rag,b9042db4e737f8b4cb096a6b04d5e91fccf3483fe90dd7d63851b3a50bc0fec7,A Clinical Casebook of Sleep Disorders in Women.pdf,clinical_interpretation,correct,correct,The response accurately identifies residual next-morning sedation/hangover effect from lorazepam as the medication-related effect causing her difficulty.,"The response directly identifies residual next-morning sedation (hangover effect) from lorazepam as the medication-related cause, matching the reference, and correctly excludes caffeine as not the asked effect.",,supported,supported,True,True
B04611,anthropic/claude-opus-4.8,API,clinical_astra_b04_009,with_rag,42b383db05dddd69caa380209551c7eca8fc7bfb3a03787efdc4c7188b4703aa,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,correct,correct,The response accurately identifies catathrenia (sleep-related groaning) as the diagnosis matching the clinical sequence.,"The response directly identifies catathrenia (sleep-related groaning), matching the candidate reference and the characteristic inspiratory breath-hold followed by a prolonged expiratory groan.",Answer aligns with the reference and accepted paraphrases; no unresolved ambiguity.,supported,supported,True,True
B04612,anthropic/claude-opus-4.8,API,clinical_astra_b05_019,with_rag,809338d56333445bce1a916a8abed90e11a137a2a970d9623aebbafd2a5e0c37,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,"The response accurately identifies Irregular Sleep-Wake Rhythm Disorder (ISWRD), matching the reference diagnosis and providing accurate supporting reasoning.","The response directly identifies ISWRD, matching the reference, and explains the dispersed sleep-wake pattern without a consolidated major nocturnal sleep episode.",,supported,supported,True,True
B04613,anthropic/claude-opus-4.8,API,clinical_astra_b03_012,with_rag,334687e0c00c40c292fac7a9bac184b105cddc65b2116d62b5132a2c3a991c8d,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies sleep terrors as the most likely parasomnia, directly matching the reference.","The response directly identifies sleep terrors and correctly maps each case feature (early-night timing, autonomic arousal, inconsolability, amnesia, fever trigger, familial tendency) to the diagnosis.","The answer matches the reference and all explanations are supported general medical facts, not invented patient findings.",supported,supported,True,True
B04614,anthropic/claude-opus-4.8,API,clinical_astra_b05_015,with_rag,406debac27f91ae561e794ce607261fe2638e35dd2b3a5d41e0d9a5b3a142d48,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,The response accurately identifies Juvenile Myoclonic Epilepsy (JME) as the epilepsy syndrome.,"The response directly identifies JME, matching the reference; all core qualifiers (adolescent onset, morning bilateral myoclonic jerks, GTCS bringing attention) are present and accurate.","No unresolved reference concern: the answer matches the candidate key, and the note about mismatched reference passages is a transparent qualification, not a conflicting diagnosis.",supported,supported,True,True
B04615,anthropic/claude-opus-4.8,API,clinical_astra_b02_008,no_rag,579d7366a4ba6a8974e1e44320aed8738383d052bcb5ec53b51aef1ea73424fc,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,The response correctly identifies sleep-related bruxism based on the clinical history and PSG findings.,"Response directly identifies sleep bruxism, matching the reference, and explains the rhythmic chin EMG elevations with EEG muscle artifact consistent with RMMA.",,supported,supported,True,True
B04616,anthropic/claude-opus-4.8,API,clinical_astra_b02_018,with_rag,5da0d9abc8990d9063b565e22733f5fdff0e5a75b0f03eff886aaa56a43b2410,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,"The response accurately identifies recurrent isolated sleep paralysis as the most likely diagnosis, fully matching the reference.",Response directly identifies recurrent isolated (hypnopompic) sleep paralysis and correctly explains the REM atonia with preserved awareness and absence of narcolepsy features.,No ambiguity or safety concern; answer matches the reference and acceptable answers.,supported,supported,True,True
B04617,anthropic/claude-opus-4.8,API,clinical_astra_b01_006,no_rag,db7983dc87bf54b2bea2f3cf5dfeb7f1dc9bb6691dc44cfdaa98f7cff10b05f0,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,The response accurately identifies the breathing disorder and severity supported by the repeat index as mild obstructive sleep apnea (OSA).,"The response identifies mild OSA based on the repeat pAHI of 7.4/hour in the mild range (5-15/hour) and correctly notes the old AHI of 2.3 did not support a diagnosis, matching the reference.",,supported,supported,True,True
B04618,anthropic/claude-opus-4.8,API,clinical_astra_b04_004,no_rag,ec18d73183c560f4adb782b653484200e1fcbdd115d7c8471769c5eab0ccc91d,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,correct,"The response directly and accurately identifies obstructive sleep apnea (OSA), matching the reference and acceptable answers.","The response directly identifies obstructive sleep apnea as the suspected pre-existing disorder, matching the reference and acceptable answers.",,supported,supported,True,True
B04619,anthropic/claude-opus-4.8,API,clinical_astra_b02_011,no_rag,2043216e2c52ce687b260ea7b768a59cd83741939de8c36fd3a20cf583fdeb0f,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,"The response accurately identifies the condition as confusional arousal, fully matching the reference.","The response directly identifies confusional arousal and matches the reference: arousal from N3 slow-wave sleep with incomplete responsiveness and return to sleep, appropriately excluding sleep terrors and sleepwalking.",,supported,supported,True,True
B04620,anthropic/claude-opus-4.8,API,clinical_astra_b02_001,no_rag,f4aa1f9217db7a2c3813d6c4d1fd95b55eda05e7605c08155900880299890f3c,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,correct,correct,"The response accurately identifies periodic limb movements of sleep (PLMS) as the recorded motor phenomenon, matching the candidate reference.","The response directly identifies periodic limb movements of sleep (PLMS), matching the reference and acceptable answers, with appropriate qualifiers distinguishing PLMS from PLMD.",,supported,supported,True,True
B04621,anthropic/claude-opus-4.8,API,clinical_astra_b06_004,no_rag,3159f75a786b997893bc5ad16dd2fc2ac9e4192bd2a1365bec1a5ccf7cc9c006,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,correct,correct,"The response accurately identifies sleep-related hypermotor epilepsy (SHE), matching the reference and acceptable answers.","The response directly names sleep-related hypermotor epilepsy (SHE), matching the reference and acceptable answers, with accurate supporting semiology reasoning.",,supported,supported,True,True
B04622,anthropic/claude-opus-4.8,API,clinical_astra_b04_005,with_rag,3931f6e037a591c2023d8ebbfbb7af0af9d21c7557db27c818d3c5350fdcef96,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,correct,correct,"The response accurately identifies overlap syndrome (COPD and OSA) with hypoventilation/hypercapnic respiratory failure, matching the reference and clinical presentation.","The response directly identifies COPD-OSA overlap syndrome with hypoventilation/chronic hypercapnic respiratory failure, matching the acceptable answer and all essential qualifiers (obstruction, hypercapnia, residual nocturnal desaturation despite CPAP).",The answer aligns with the reference and the reasoning is supported by the given data; no unsafe or contradictory content identified.,supported,supported,True,True
B04623,anthropic/claude-opus-4.8,API,clinical_astra_b05_003,with_rag,bfcf09e55e91a85581b2c0319ecd2f712adcc3ad609dbe4e5e19e16887aec4f8,Sleep Medicine Pearls (Pearls Series).pdf,diagnostic_evaluation,partial,partial,"The response correctly identifies the distinction between central and obstructive apneas, but omits investigating exposure to respiratory-depressant medications (e.g., opioids).","The response correctly identifies the central-vs-obstructive distinction, including treatment-emergent central apnea, but omits the reference qualifier to review respiratory-depressant medication exposure.","The core distinction is present and consistent with the reference; the missing medication-review qualifier is an omission, not a conflict.",supported,supported,True,True
B04624,anthropic/claude-opus-4.8,API,clinical_astra_b01_005,with_rag,1fa3e7082ff1f722729674594a73df90cb2205d08f26015d91131f6b53a9747c,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies Upper Airway Resistance Syndrome (UARS) as the phenotype explaining the symptoms despite the low AHI, matching the reference terminology.","The response directly identifies UARS (RERA-predominant obstructive sleep-disordered breathing), the accepted answer, and correctly explains the low AHI vs elevated RDI mismatch driven by RERAs.",,supported,supported,True,True
B04625,anthropic/claude-opus-4.8,API,clinical_astra_b01_009,no_rag,ad1299d9a4830275f39bf026277eb4d6fa27f316c4e3e34c27b4d4548bafbbfb,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies Narcolepsy type 2 (narcolepsy without cataplexy), matching the candidate reference and acceptable answers.","The response identifies narcolepsy type 2 (without cataplexy), matching the reference, and correctly uses the MSLT latency, SOREMPs, medication-free/PSG qualifiers, and absence of cataplexy.",,supported,supported,True,True
B04626,anthropic/claude-opus-4.8,API,clinical_astra_b01_009,with_rag,7eb7666c368e3b9816a493b4ac5e45baed6cb173614c77981c0ab40c45d0d1c2,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies the subtype as Narcolepsy type 2 (NT2), matching the reference and diagnostic criteria.","The response directly identifies narcolepsy type 2, matching the reference, and correctly maps the short MSLT latency, multiple SOREMPs, and absent cataplexy to NT2.","Answer is consistent with the reference; the hypocretin caveat is a supported general diagnostic fact, not an invented patient finding.",supported,supported,True,True
B04627,anthropic/claude-opus-4.8,API,clinical_astra_b03_010,with_rag,3e5ad8538b93ab5eb465efb2160e6fbe5a5b2c139b39648053057caf055b3409,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies Restless Legs Syndrome (Willis-Ekbom disease), which matches the reference and acceptable answers.","The response directly identifies restless legs syndrome (Willis-Ekbom disease), matching the reference, and correctly explains that failed medication trials do not refute a clinical diagnosis based on the characteristic symptom pattern.",The answer aligns with the candidate reference and accepted alternatives; no unresolved reference or safety concern identified.,supported,supported,True,True
B04628,anthropic/claude-opus-4.8,API,clinical_astra_b06_014,with_rag,82da0cc31ddf708251cbec917900bc7c2cb4347a9b81fd2c3e3996b16348606f,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnostic_evaluation,correct,correct,The response directly and accurately identifies that the key symptom relationship to clarify is whether moving the legs relieves the discomfort.,"The response directly identifies that clarification of whether movement relieves the leg discomfort is needed, matching the acceptable answer and gold evidence units.",,supported,supported,True,True
B04629,anthropic/claude-opus-4.8,API,clinical_astra_b03_014,no_rag,82edea72feb299fa3fb5fff7c68250d33b07a3152af62553c0d1a9409f2ea384,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,The response directly and accurately identifies obstructive sleep apnea (OSA) as the coexisting treatable trigger.,"Response directly identifies OSA as the treatable trigger, consistent with the reference and supporting PSG/course details.",Answer matches the candidate reference with well-supported reasoning; no conflicting or unsafe content.,supported,supported,True,True
B04630,anthropic/claude-opus-4.8,API,clinical_astra_b04_001,with_rag,489724d6c3829239aee48842f0a4ba0be2fcae94bf48e46afd3975fcf4fcf9c7,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,correct,correct,The response accurately identifies moderate obstructive sleep apnea based on the provided clinical features and AHI.,"The response directly answers 'moderate obstructive sleep apnea,' matching the reference, with the AHI 26/hour supporting moderate severity; lean build and absent sleepiness are correctly addressed as not excluding OSA.",,supported,supported,True,True
B04631,anthropic/claude-opus-4.8,API,clinical_astra_b02_020,no_rag,397eda4fe14a6f39a35457215f747811eb20e93b14302d31c8a2ec8d34165814,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,"The response accurately identifies nocturnal frontal lobe epilepsy (sleep-related hypermotor epilepsy) as the favored diagnosis, aligning with the candidate reference.","The response directly answers with sleep-related hypermotor (nocturnal frontal lobe) epilepsy, matching the reference, and supports it with the stereotyped N2 spells and captured ictal/postictal EEG findings.",No ambiguity or safety concern; answer aligns with the candidate reference.,supported,supported,True,True
B04632,anthropic/claude-opus-4.8,API,clinical_astra_b02_006,no_rag,19f8e0dde5b12a6c56308d836454e0dbb4e43b01a1c566522c756d3764c0c585,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,correct,correct,"The response correctly identifies the sleep-transition phenomenon as hypnic jerks (sleep starts), which is the standard clinical diagnosis matching the described presentation.","The response answers 'hypnic jerks (sleep starts)', which matches the reference 'intensified hypnic jerks' in the essential phenomenon and all presented features; the intensification qualifier is not a material conflict given the described case.",The answer is consistent with the reference and no unsafe or invented patient-specific claims are made.,supported,supported,True,True
B04633,anthropic/claude-opus-4.8,API,clinical_astra_b02_009,no_rag,8f24759c7fe91fd836bdc6b73c75f394a9657cbc670ac514224cfb07f78ef6d6,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,The response accurately identifies faciomandibular myoclonus as the movement disorder matching the presentation and PSG findings.,"The response directly answers 'faciomandibular myoclonus' and matches the reference qualifiers (nocturnal tongue biting, facial/jaw muscle myoclonus on NREM PSG, alternative to nocturnal seizures).",,supported,supported,True,True
B04634,anthropic/claude-opus-4.8,API,clinical_astra_b04_017,no_rag,34cf8273b82ec99f24fbd558864e03612206ef121f8073a420b911189b6807f4,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,correct,"The response accurately identifies sexsomnia as a NREM disorder of arousal, directly matching the reference and key clinical features.","The response directly identifies sexsomnia as an NREM disorder of arousal (confusional arousal variant), matching the reference and all vignette qualifiers.",,supported,supported,True,True
B04635,anthropic/claude-opus-4.8,API,clinical_astra_b05_009,no_rag,8fbfe96eef46de30a148e57314513bd9c8fac6df7f46afda65c07d1f24acb842,Sleep Medicine Pearls (Pearls Series).pdf,clinical_interpretation,correct,correct,"The response accurately explains that the early REM onset (SOREMP) on the preceding night's PSG counts as one of the two required SOREMPs, yielding the necessary total across the PSG and MSLT.","The response states the nocturnal PSG SOREMP counts as one of the two required SOREMPs, matching the reference and acceptable answer, and correctly totals two across PSG and MSLT.",,supported,supported,True,True
B04636,anthropic/claude-opus-4.8,API,clinical_astra_b01_012,no_rag,58283ea9db09b8d61b5f5766a594a8958162345b0fde8f86dd63729ed465a647,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies chronic insomnia disorder as the central clinical problem, matching the candidate reference and criteria.","The response directly identifies chronic insomnia disorder, matching the reference and acceptable answers, and the reasoning stays consistent with the provided case details.",No ambiguity or unsafe content; the answer aligns with the candidate reference without material conflicts.,supported,supported,True,True
B04637,anthropic/claude-opus-4.8,API,clinical_astra_b03_001,with_rag,aa28575412aaef06223ce18930bc8b805bdaec7af808ef05a887c9172a0b488a,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,correct,correct,The response accurately identifies fatigue (tiredness/lack of energy) as the construct to distinguish from physiological sleep propensity.,"The response directly identifies fatigue (lack of energy) as the construct to distinguish from physiological sleep propensity, matching the reference and essential qualifiers.",,supported,supported,True,True
